target_symbol	disease_group	disease_term	connection_evidence
CYP11B2	prostate	prostatic neoplasms	marker/mechanism
PPFIBP2	prostate	prostatic neoplasms	marker/mechanism
ACE	prostate	prostatic neoplasms	marker/mechanism
CLPTM1L	prostate	prostatic neoplasms	marker/mechanism
HAO1	prostate	prostatic neoplasms	marker/mechanism
SOD2	prostate	prostatic neoplasms	marker/mechanism|therapeutic
TLR4	prostate	prostatic neoplasms	marker/mechanism
CYP17A1	prostate	prostatic neoplasms	marker/mechanism
CREG1	prostate	prostatic neoplasms	marker/mechanism
PRKCZ	prostate	prostatic neoplasms	marker/mechanism
TRPM4	prostate	prostatic neoplasms	marker/mechanism
PDS5A	prostate	prostatic neoplasms	marker/mechanism
TNFRSF10A	prostate	prostatic neoplasms	marker/mechanism
CDKN1A	prostate	prostatic neoplasms	marker/mechanism
LAMC1	prostate	prostatic neoplasms	marker/mechanism
ADAMTS8	prostate	prostatic neoplasms	marker/mechanism
QARS	prostate	prostatic neoplasms	marker/mechanism
MATN4	prostate	prostatic neoplasms	marker/mechanism
DHDH	prostate	prostatic neoplasms	marker/mechanism
BRAF	prostate	prostatic neoplasms	marker/mechanism
CALR	prostate	prostatic neoplasms	marker/mechanism
RNASEL	prostate	prostatic neoplasms	marker/mechanism
ITGB3	prostate	prostatic neoplasms	marker/mechanism
CRYAB	prostate	prostatic neoplasms	marker/mechanism
FGF2	prostate	prostatic neoplasms	marker/mechanism
IGFBP3	prostate	prostatic neoplasms	marker/mechanism|therapeutic
OLFM1	prostate	prostatic neoplasms	marker/mechanism
KLF15	prostate	prostatic neoplasms	marker/mechanism
CDKN1B	prostate	prostatic neoplasms	marker/mechanism|therapeutic
AGR2	prostate	prostatic neoplasms	marker/mechanism
ACSL4	prostate	prostatic neoplasms	marker/mechanism
BIRC5	prostate	prostatic neoplasms	marker/mechanism
ROBO1	prostate	prostatic neoplasms	marker/mechanism
CHD6	prostate	prostatic neoplasms	marker/mechanism
CREB3L4	prostate	prostatic neoplasms	marker/mechanism
GCNT1	prostate	prostatic neoplasms	marker/mechanism
ESR2	prostate	prostatic neoplasms	marker/mechanism|therapeutic
SBP	prostate	prostatic neoplasms	marker/mechanism
RPN2	prostate	prostatic neoplasms	marker/mechanism
MIR21	prostate	prostatic neoplasms	marker/mechanism
IGFBP7	prostate	prostatic neoplasms	therapeutic
TCP1	prostate	prostatic neoplasms	marker/mechanism
GNG5	prostate	prostatic neoplasms	marker/mechanism
NR3C1	prostate	prostatic neoplasms	marker/mechanism
SERPINE1	prostate	prostatic neoplasms	marker/mechanism
CHD1	prostate	prostatic neoplasms	marker/mechanism
SULT2A1	prostate	prostatic neoplasms	marker/mechanism
ZBED1	prostate	prostatic neoplasms	marker/mechanism
EPCAM	prostate	prostatic neoplasms	marker/mechanism
CX3CL1	prostate	prostatic neoplasms	marker/mechanism
SPEN	prostate	prostatic neoplasms	marker/mechanism
MMP13	prostate	prostatic neoplasms	marker/mechanism
SULT2B1	prostate	prostatic neoplasms	marker/mechanism
ITSN2	prostate	prostatic neoplasms	marker/mechanism
PTPRC	prostate	prostatic neoplasms	marker/mechanism
HMGN5	prostate	prostatic neoplasms	marker/mechanism
SERPINF1	prostate	prostatic neoplasms	therapeutic
NAGK	prostate	prostatic neoplasms	marker/mechanism
STMN1	prostate	prostatic neoplasms	marker/mechanism
PIGP	prostate	prostatic neoplasms	marker/mechanism
PBSN	prostate	prostatic neoplasms	marker/mechanism
TBXAS1	prostate	prostatic neoplasms	marker/mechanism
USP7	prostate	prostatic neoplasms	marker/mechanism
UGT2B17	prostate	prostatic neoplasms	marker/mechanism
GSTA1	prostate	prostatic neoplasms	marker/mechanism
FOXA3	prostate	prostatic neoplasms	marker/mechanism
LITAF	prostate	prostatic neoplasms	marker/mechanism
VPS52	prostate	prostatic neoplasms	marker/mechanism
NRP1	prostate	prostatic neoplasms	marker/mechanism
IGF2R	prostate	prostatic neoplasms	marker/mechanism
ZIC2	prostate	prostatic neoplasms	marker/mechanism
KLKP1	prostate	prostatic neoplasms	marker/mechanism
PRNP	prostate	prostatic neoplasms	marker/mechanism
GSTK1	prostate	prostatic neoplasms	marker/mechanism
H4C8	prostate	prostatic neoplasms	marker/mechanism
ETV5	prostate	prostatic neoplasms	marker/mechanism
PCDH8	prostate	prostatic neoplasms	marker/mechanism
ANXA1	prostate	prostatic neoplasms	marker/mechanism
TMF1	prostate	prostatic neoplasms	marker/mechanism
LDHB	prostate	prostatic neoplasms	marker/mechanism
AMACR	prostate	prostatic neoplasms	marker/mechanism
CLDN7	prostate	prostatic neoplasms	marker/mechanism
ATM	prostate	prostatic neoplasms	marker/mechanism
IRAK4	prostate	prostatic neoplasms	marker/mechanism
FBLN1	prostate	prostatic neoplasms	marker/mechanism
MAP2K5	prostate	prostatic neoplasms	marker/mechanism
NQO1	prostate	prostatic neoplasms	marker/mechanism
IL27	prostate	prostatic neoplasms	therapeutic
IL24	prostate	prostatic neoplasms	therapeutic
TPT1	prostate	prostatic neoplasms	marker/mechanism
ITSN1	prostate	prostatic neoplasms	marker/mechanism
EPS8L3	prostate	prostatic neoplasms	marker/mechanism
NFIC	prostate	prostatic neoplasms	marker/mechanism
BRD4	prostate	prostatic neoplasms	marker/mechanism
MSMB	prostate	prostatic neoplasms	marker/mechanism
PATJ	prostate	prostatic neoplasms	marker/mechanism
VCP	prostate	prostatic neoplasms	marker/mechanism
CAV1	prostate	prostatic neoplasms	marker/mechanism
BAD	prostate	prostatic neoplasms	marker/mechanism
CNN3	prostate	prostatic neoplasms	marker/mechanism
HRAS	prostate	prostatic neoplasms	marker/mechanism
STARD3	prostate	prostatic neoplasms	marker/mechanism
SSBP2	prostate	prostatic neoplasms	marker/mechanism
BCAR1	prostate	prostatic neoplasms	marker/mechanism
CCND2	prostate	prostatic neoplasms	marker/mechanism
EGFR	prostate	prostatic neoplasms	marker/mechanism|therapeutic
SULT1A1	prostate	prostatic neoplasms	marker/mechanism
PTPRK	prostate	prostatic neoplasms	marker/mechanism
TNFSF10	prostate	prostatic neoplasms	therapeutic
AURKA	prostate	prostatic neoplasms	marker/mechanism
TMSB4X	prostate	prostatic neoplasms	marker/mechanism
NCOA2	prostate	prostatic neoplasms	marker/mechanism
DHX30	prostate	prostatic neoplasms	marker/mechanism
RNASE4	prostate	prostatic neoplasms	marker/mechanism
GPX3	prostate	prostatic neoplasms	marker/mechanism
BAX	prostate	prostatic neoplasms	marker/mechanism
ZNF292	prostate	prostatic neoplasms	marker/mechanism
ONECUT2	prostate	prostatic neoplasms	marker/mechanism
SLC26A4	prostate	prostatic neoplasms	marker/mechanism
TOP2A	prostate	prostatic neoplasms	marker/mechanism
GADD45A	prostate	prostatic neoplasms	marker/mechanism
MIR106A	prostate	prostatic neoplasms	marker/mechanism
EGF	prostate	prostatic neoplasms	marker/mechanism
ACHE	prostate	prostatic neoplasms	marker/mechanism
GRPR	prostate	prostatic neoplasms	marker/mechanism
EPHX1	prostate	prostatic neoplasms	marker/mechanism
MME	prostate	prostatic neoplasms	marker/mechanism
GSTT1	prostate	prostatic neoplasms	marker/mechanism
CBX1	prostate	prostatic neoplasms	marker/mechanism
MYH14	prostate	prostatic neoplasms	marker/mechanism
SP5	prostate	prostatic neoplasms	marker/mechanism
ZBTB7A	prostate	prostatic neoplasms	therapeutic
ANTXR2	prostate	prostatic neoplasms	marker/mechanism
NAT2	prostate	prostatic neoplasms	marker/mechanism
TST	prostate	prostatic neoplasms	marker/mechanism
NCOA7	prostate	prostatic neoplasms	marker/mechanism
CTBP2	prostate	prostatic neoplasms	marker/mechanism
ERBB3	prostate	prostatic neoplasms	marker/mechanism
MAP2K1	prostate	prostatic neoplasms	marker/mechanism
PHGDH	prostate	prostatic neoplasms	marker/mechanism
UCK2	prostate	prostatic neoplasms	marker/mechanism
PAX6	prostate	prostatic neoplasms	marker/mechanism
RNF130	prostate	prostatic neoplasms	marker/mechanism
PVR	prostate	prostatic neoplasms	marker/mechanism
ZMYM3	prostate	prostatic neoplasms	marker/mechanism
NBN	prostate	prostatic neoplasms	marker/mechanism
STX4A	prostate	prostatic neoplasms	marker/mechanism
PPP3CA	prostate	prostatic neoplasms	marker/mechanism
TPD52	prostate	prostatic neoplasms	marker/mechanism|therapeutic
MBTPS1	prostate	prostatic neoplasms	marker/mechanism
IGFBP6	prostate	prostatic neoplasms	therapeutic
GNMT	prostate	prostatic neoplasms	marker/mechanism
RFX6	prostate	prostatic neoplasms	marker/mechanism
KLK2	prostate	prostatic neoplasms	marker/mechanism
SMARCAD1	prostate	prostatic neoplasms	marker/mechanism
CUL3	prostate	prostatic neoplasms	marker/mechanism
PPAP2A	prostate	prostatic neoplasms	marker/mechanism
EWSR1	prostate	prostatic neoplasms	marker/mechanism
GGT1	prostate	prostatic neoplasms	marker/mechanism
IL17RD	prostate	prostatic neoplasms	marker/mechanism
ADRB2	prostate	prostatic neoplasms	marker/mechanism
NPPA	prostate	prostatic neoplasms	therapeutic
KDM6A	prostate	prostatic neoplasms	marker/mechanism
SMARCA1	prostate	prostatic neoplasms	marker/mechanism
PGAM2	prostate	prostatic neoplasms	marker/mechanism
SDF2L1	prostate	prostatic neoplasms	marker/mechanism
HSPA1A	prostate	prostatic neoplasms	marker/mechanism
MGA	prostate	prostatic neoplasms	marker/mechanism
MAP2K2	prostate	prostatic neoplasms	marker/mechanism
AKAP13	prostate	prostatic neoplasms	marker/mechanism
GSTCD	prostate	prostatic neoplasms	marker/mechanism
JAK2	prostate	prostatic neoplasms	marker/mechanism
ARL6IP1	prostate	prostatic neoplasms	marker/mechanism
LRP2	prostate	prostatic neoplasms	marker/mechanism
SENP6	prostate	prostatic neoplasms	marker/mechanism
CTSD	prostate	prostatic neoplasms	marker/mechanism
NOS3	prostate	prostatic neoplasms	marker/mechanism
RPL10	prostate	prostatic neoplasms	marker/mechanism
STARD10	prostate	prostatic neoplasms	marker/mechanism
ZNF217	prostate	prostatic neoplasms, castration-resistant	marker/mechanism
AKR1C3	prostate	prostatic neoplasms, castration-resistant	marker/mechanism
CENPK	prostate	prostatic neoplasms, castration-resistant	marker/mechanism
TRIM24	prostate	prostatic neoplasms, castration-resistant	marker/mechanism
AR	prostate	prostatic neoplasms, castration-resistant	marker/mechanism
CD46	prostate	prostatic neoplasms, castration-resistant	marker/mechanism
ZNF367	prostate	prostatic neoplasms, castration-resistant	marker/mechanism
KDM1A	prostate	prostatic neoplasms, castration-resistant	marker/mechanism
ASF1B	prostate	prostatic neoplasms, castration-resistant	marker/mechanism
IL10	prostate	prostatitis	marker/mechanism
SLC4A1	heart	pseudohyperkalemia cardiff	marker/mechanism
SLC34A2	lung	pulmonary alveolar microlithiasis	marker/mechanism
CSF2RA	lung	pulmonary alveolar proteinosis	marker/mechanism
BMPR2	lung	pulmonary arterial hypertension	marker/mechanism
RAPGEF3	lung	pulmonary disease, chronic obstructive	marker/mechanism
EEFSEC	lung	pulmonary disease, chronic obstructive	marker/mechanism
CYP1A1	lung	pulmonary disease, chronic obstructive	marker/mechanism
FAM13A	lung	pulmonary disease, chronic obstructive	marker/mechanism
MMP1	lung	pulmonary disease, chronic obstructive	marker/mechanism
ICAM1	lung	pulmonary disease, chronic obstructive	marker/mechanism
FOXO3	lung	pulmonary disease, chronic obstructive	marker/mechanism
SERPINA1	lung	pulmonary disease, chronic obstructive	marker/mechanism
CYP1A2	lung	pulmonary disease, chronic obstructive	marker/mechanism
NOS2	lung	pulmonary disease, chronic obstructive	marker/mechanism
MMP14	lung	pulmonary disease, chronic obstructive	marker/mechanism
NOS3	lung	pulmonary disease, chronic obstructive	marker/mechanism
SFTPD	lung	pulmonary disease, chronic obstructive	marker/mechanism
ELN	lung	pulmonary disease, chronic obstructive	marker/mechanism
EPHX1	lung	pulmonary disease, chronic obstructive	marker/mechanism
CXCL2	lung	pulmonary disease, chronic obstructive	marker/mechanism
CD8A	lung	pulmonary disease, chronic obstructive	marker/mechanism
DSP	lung	pulmonary disease, chronic obstructive	marker/mechanism
MTCL1	lung	pulmonary disease, chronic obstructive	marker/mechanism
HMOX1	lung	pulmonary disease, chronic obstructive	marker/mechanism
HTR2A	lung	pulmonary disease, chronic obstructive	marker/mechanism
SOD3	lung	pulmonary disease, chronic obstructive	marker/mechanism
CXCL8	lung	pulmonary disease, chronic obstructive	marker/mechanism
CRP	lung	pulmonary disease, chronic obstructive	marker/mechanism
MMP9	lung	pulmonary disease, chronic obstructive	marker/mechanism
TNF	lung	pulmonary disease, chronic obstructive	marker/mechanism
TRPV4	lung	pulmonary disease, chronic obstructive	marker/mechanism
IL6	lung	pulmonary disease, chronic obstructive	marker/mechanism
TNFSF8	lung	pulmonary disease, chronic obstructive	marker/mechanism
TNNT2	lung	pulmonary disease, chronic obstructive	marker/mechanism
KLF5	lung	pulmonary disease, chronic obstructive	marker/mechanism
HDAC2	lung	pulmonary disease, chronic obstructive	marker/mechanism
TNFRSF8	lung	pulmonary disease, chronic obstructive	marker/mechanism
TGFB1	lung	pulmonary disease, chronic obstructive	marker/mechanism
MIR218-2	lung	pulmonary disease, chronic obstructive	marker/mechanism
CXCL1	lung	pulmonary disease, chronic obstructive	marker/mechanism
TP53	lung	pulmonary disease, chronic obstructive	marker/mechanism
CAT	lung	pulmonary edema	therapeutic
ADIPOQ	lung	pulmonary edema	therapeutic
NOS3	lung	pulmonary edema	therapeutic
PARP1	lung	pulmonary edema	therapeutic
OVAL	lung	pulmonary edema	marker/mechanism
TGFA	lung	pulmonary edema	therapeutic
GHRH	lung	pulmonary edema	therapeutic
IL17A	lung	pulmonary edema	marker/mechanism
TNF	lung	pulmonary edema	therapeutic
GUCY1A1	lung	pulmonary edema of mountaineers	marker/mechanism
EPO	lung	pulmonary embolism	marker/mechanism
THBD	lung	pulmonary embolism	marker/mechanism
KLKB1	lung	pulmonary embolism	marker/mechanism
XDH	lung	pulmonary embolism	marker/mechanism
DAB2IP	lung	pulmonary embolism	marker/mechanism
MERTK	lung	pulmonary embolism	therapeutic
PLAT	lung	pulmonary embolism	marker/mechanism|therapeutic
PLAU	lung	pulmonary embolism	marker/mechanism|therapeutic
MTHFR	lung	pulmonary embolism	marker/mechanism
TBXA2R	lung	pulmonary embolism	marker/mechanism
CAT	lung	pulmonary embolism	therapeutic
FGA	lung	pulmonary embolism	marker/mechanism
AGER	lung	pulmonary emphysema	marker/mechanism
ITGB6	lung	pulmonary emphysema	marker/mechanism
TGFB1	lung	pulmonary emphysema	therapeutic
SCNN1B	lung	pulmonary emphysema	marker/mechanism
EPHX1	lung	pulmonary emphysema	marker/mechanism
MMP9	lung	pulmonary emphysema	marker/mechanism
ELN	lung	pulmonary emphysema	marker/mechanism
SERPINA1	lung	pulmonary emphysema	marker/mechanism
HMOX1	lung	pulmonary emphysema	marker/mechanism
MMP12	lung	pulmonary emphysema	marker/mechanism
MMP2	lung	pulmonary emphysema	marker/mechanism
CYP2A6	lung	pulmonary emphysema	marker/mechanism
TNF	lung	pulmonary emphysema	marker/mechanism
MYD88	lung	pulmonary eosinophilia	marker/mechanism
MIR425	lung	pulmonary fibrosis	marker/mechanism
ELN	lung	pulmonary fibrosis	marker/mechanism
STAT6	lung	pulmonary fibrosis	therapeutic
MTOR	lung	pulmonary fibrosis	marker/mechanism
CCR2	lung	pulmonary fibrosis	marker/mechanism
TNF	lung	pulmonary fibrosis	marker/mechanism
FYN	lung	pulmonary fibrosis	marker/mechanism
PDGFA	lung	pulmonary fibrosis	marker/mechanism
SKIL	lung	pulmonary fibrosis	therapeutic
RHOX3H	lung	pulmonary fibrosis	marker/mechanism
GREM1	lung	pulmonary fibrosis	marker/mechanism
AGT	lung	pulmonary fibrosis	therapeutic
CCL2	lung	pulmonary fibrosis	marker/mechanism
FN1	lung	pulmonary fibrosis	marker/mechanism
MIR10A	lung	pulmonary fibrosis	marker/mechanism
MIR101-1	lung	pulmonary fibrosis	therapeutic
IGF1	lung	pulmonary fibrosis	marker/mechanism
OVAL	lung	pulmonary fibrosis	marker/mechanism
ABCA3	lung	pulmonary fibrosis	marker/mechanism
TGFA	lung	pulmonary fibrosis	marker/mechanism
SERPINA1	lung	pulmonary fibrosis	marker/mechanism
CFD	lung	pulmonary fibrosis	marker/mechanism
HMGB1	lung	pulmonary fibrosis	marker/mechanism
EGF	lung	pulmonary fibrosis	marker/mechanism
DSP	lung	pulmonary fibrosis	marker/mechanism
AREG	lung	pulmonary fibrosis	marker/mechanism
SOD1	lung	pulmonary fibrosis	marker/mechanism
IL1RN	lung	pulmonary fibrosis	therapeutic
CXCL2	lung	pulmonary fibrosis	marker/mechanism
CSF2	lung	pulmonary fibrosis	marker/mechanism
ACTA2	lung	pulmonary fibrosis	marker/mechanism
LAMB1	lung	pulmonary fibrosis	marker/mechanism
MECP2	lung	pulmonary fibrosis	marker/mechanism
MIR326	lung	pulmonary fibrosis	marker/mechanism
MIR6240	lung	pulmonary fibrosis	marker/mechanism
MIR140	lung	pulmonary fibrosis	marker/mechanism
MIR378A	lung	pulmonary fibrosis	marker/mechanism
CAT	lung	pulmonary fibrosis	therapeutic
MIR26B	lung	pulmonary fibrosis	marker/mechanism
FGF7	lung	pulmonary fibrosis	marker/mechanism
MT2	lung	pulmonary fibrosis	therapeutic
CCN2	lung	pulmonary fibrosis	marker/mechanism
IL4	lung	pulmonary fibrosis	marker/mechanism
CCR3	lung	pulmonary fibrosis	marker/mechanism
MIR30A	lung	pulmonary fibrosis	marker/mechanism
MIR122	lung	pulmonary fibrosis	marker/mechanism
COL3A1	lung	pulmonary fibrosis	marker/mechanism
IL5	lung	pulmonary fibrosis	marker/mechanism
CEBPA	lung	pulmonary fibrosis	therapeutic
IL1B	lung	pulmonary fibrosis	marker/mechanism
HGF	lung	pulmonary fibrosis	marker/mechanism
PTX3	lung	pulmonary fibrosis	marker/mechanism
SPP1	lung	pulmonary fibrosis	marker/mechanism
CCL11	lung	pulmonary fibrosis	marker/mechanism
CCL3	lung	pulmonary fibrosis	marker/mechanism
NFE2L2	lung	pulmonary fibrosis	marker/mechanism
CXCL8	lung	pulmonary fibrosis	marker/mechanism
IL6	lung	pulmonary fibrosis	marker/mechanism
ACE2	lung	pulmonary fibrosis	therapeutic
CCL5	lung	pulmonary fibrosis	marker/mechanism
MIR125A	lung	pulmonary fibrosis	therapeutic
CCL4	lung	pulmonary fibrosis	marker/mechanism
EDN1	lung	pulmonary fibrosis	marker/mechanism
ADIPOQ	lung	pulmonary fibrosis	therapeutic
IL13	lung	pulmonary fibrosis	marker/mechanism
CALCA	lung	pulmonary fibrosis	marker/mechanism
HMOX1	lung	pulmonary fibrosis	marker/mechanism
MIR29C	lung	pulmonary fibrosis	marker/mechanism
FGF2	lung	pulmonary fibrosis	marker/mechanism
FAM13A	lung	pulmonary fibrosis	marker/mechanism
PDGFB	lung	pulmonary fibrosis	marker/mechanism
MMP2	lung	pulmonary fibrosis	marker/mechanism
MIR702	lung	pulmonary fibrosis	marker/mechanism
PARP1	lung	pulmonary fibrosis	marker/mechanism
CYSLTR2	lung	pulmonary fibrosis	marker/mechanism
CMA1	lung	pulmonary fibrosis	marker/mechanism
SMAD7	lung	pulmonary fibrosis	therapeutic
CSF3	lung	pulmonary fibrosis	marker/mechanism
SOD3	lung	pulmonary fibrosis	therapeutic
MIR345	lung	pulmonary fibrosis	marker/mechanism
BMP7	lung	pulmonary fibrosis	therapeutic
FGF1	lung	pulmonary fibrosis	marker/mechanism
MIR145A	lung	pulmonary fibrosis	marker/mechanism
CEBPB	lung	pulmonary fibrosis	marker/mechanism
TIMP1	lung	pulmonary fibrosis	marker/mechanism
IL12B	lung	pulmonary fibrosis	marker/mechanism
LIAS	lung	pulmonary fibrosis	therapeutic
STAT3	lung	pulmonary fibrosis	marker/mechanism
MMP9	lung	pulmonary fibrosis	marker/mechanism
MIR200C	lung	pulmonary fibrosis	marker/mechanism|therapeutic
TGFB1	lung	pulmonary fibrosis	marker/mechanism
